"","CLAYsite"
"1991",NA
"1992",NA
"1993",NA
"1994",NA
"1995",NA
"1996",NA
"1997",NA
"1998",NA
"1999",NA
"2000",NA
"2001",NA
"2002",NA
"2003",NA
"2004",NA
"2005",NA
"2006",NA
"2007",NA
"2008",NA
"2009",NA
"2010",NA
"2011",NA
"2012",NA
"2013",NA
"2014",NA
"2015",NA
"2016",NA
"2017",NA
"2018",NA
"2019",NA
"2020",NA
"2021",NA
"2022",39.5
"2023",39.5
"2024",21
"2025",NA
"2026",13
"2027",13.6333333333328
"2028",16.4999999999915
"2029",17
"2030",17
"2031",25
"2032",41
"2033",41
"2034",17
"2035",17
"2036",17
"2037",17
"2038",23
"2039",27
"2040",27
"2041",27
"2042",27
"2043",21
"2044",21.0306666666664
"2045",17.0948640000008
"2046",15.6960000000169
"2047",9.7120000000004
"2048",14
"2049",23
"2050",20.408000000013
"2051",22
"2052",17
"2053",13.0551419733336
"2054",13.0551419733336
"2055",18
"2056",NA
"2057",22
"2058",18
"2059",11.8037600000063
"2060",19
"2061",27
"2062",27
"2063",27
"2064",18.7959999999985
"2065",5.70799999999927
"2066",17
"2067",23
"2068",21.4239999999995
"2069",20.0335893333326
"2070",12
"2071",25
"2072",13
"2073",19.2760000000043
"2074",42
"2075",13
"2076",15
"2077",16
"2078",20.6506666666657
"2079",40
"2080",40
"2081",40
"2082",18.8043306666593
"2083",12.2803199999975
"2084",16
"2085",22.8479999999993
"2086",12
"2087",26
"2088",23
"2089",23
"2090",16.7000000000008
"2091",24
"2092",13
"2093",7
"2094",36.0000000000273
"2095",36.0000000000273
"2096",36.0000000000273
"2097",36.0000000000273
"2098",36.0000000000273
"2099",36.0000000000273
"2100",36.0000000000273
"2101",36.0000000000273
"2102",36.0000000000273
"2103",36.0000000000273
"2104",36.0000000000273
"2105",36.0000000000273
"2106",36.0000000000273
"2107",36.0000000000273
"2108",36.0000000000273
"2109",36.0000000000273
"2110",36.0000000000273
"2111",36.0000000000273
"2112",36.0000000000273
"2113",36.0000000000273
"2114",36.0000000000273
"2115",36.0000000000273
"2116",36.0000000000273
"2117",36.0000000000273
"2118",36.0000000000273
"2119",36.0000000000273
"2120",36.0000000000273
"2121",36.0000000000273
"2122",36.0000000000273
"2123",36.0000000000273
"2124",36.0000000000273
"2125",36.0000000000273
"2126",36.0000000000273
"2127",36.0000000000273
"2128",36.0000000000273
"2129",36.0000000000273
"2130",36.0000000000273
"2131",36.0000000000273
"2132",36.0000000000273
"2133",45
"2134",12.5
"2135",18.8333333333364
"2136",17
"2137",19.3333333333324
"2138",14.3333333333237
"2139",14
"2140",17.916666666668
"2141",17
"2142",19.3333333333338
"2143",17
"2144",12
"2145",14
"2146",43
"2147",14.9999999999932
"2148",10
"2149",18
"2150",20.2000000000082
"2151",17.9500000000002
"2152",17.9500000000002
"2153",17.9500000000002
"2154",17.9500000000002
"2155",17.9500000000002
"2156",18
"2157",16.4499999999991
"2158",16
"2159",NA
"2160",NA
"2161",NA
"2162",NA
"2163",21
"2164",24
"2165",16.1666666666609
"2166",16.1666666666609
"2167",16.1666666666609
"2168",16.1666666666609
"2169",13
"2170",13
"2171",13
"2172",13
"2173",8
"2174",13.1666666666682
"2175",13.1666666666682
"2176",13.1666666666682
"2177",13
"2178",22
"2179",21
"2180",16
"2181",19
"2182",19
"2183",19
"2184",19
"2185",19
"2186",19
"2187",19
"2188",19
"2189",19
"2190",44
"2191",24.1666666666689
"2192",20.7499999999903
"2193",22
"2194",12
"2195",21
"2196",19
"2197",9
"2198",9.37600000000089
"2199",17
"2200",15
"2201",13.0201066666666
"2202",23.8094880000014
"2203",23
"2204",15
"2205",1
"2206",17.9605066666674
"2207",22
"2208",10.2053333333415
"2209",22
"2210",23.4103999999946
"2211",25
"2212",31.1706666666617
"2213",10
"2214",17
"2215",18
"2216",44
"2217",19
"2218",19
"2219",19
"2220",25
"2221",25
"2222",7
"2223",7
"2224",21.1399999999987
"2225",21.1399999999987
"2226",21.1399999999987
"2227",21.1399999999987
"2228",19
"2229",19
"2230",19
"2231",19
"2232",19
"2233",19
"2234",19
"2235",19
"2236",19
"2237",19
"2238",19
"2239",19
"2240",19
"2241",19
"2242",19
"2243",6
"2244",14.66
"2245",14.66
"2246",14.66
"2247",14.66
"2248",14.66
"2249",14.66
"2250",24
"2251",16.3799999999993
"2252",41.8830496400203
"2253",23
"2254",19.0000000000029
"2255",17
"2256",13
"2257",14
"2258",7
"2259",16.4935893333311
"2260",31
"2261",9
"2262",1
"2263",19
"2264",19
"2265",21
"2266",28
"2267",19
"2268",21
"2269",16
"2270",17
"2271",12
"2272",17
"2273",17
"2274",17
"2275",17
"2276",17
"2277",17
"2278",17
"2279",17
"2280",17
"2281",7
"2282",7
"2283",7
"2284",7
"2285",7
"2286",23
"2287",23
"2288",23
"2289",23
"2290",16.7799999999826
"2291",17.9
"2292",9
"2293",17
"2294",18
"2295",13.9333333333324
"2296",14
"2297",18
"2298",27
"2299",22
"2300",18
"2301",17
"2302",19.5000000000085
"2303",7
"2304",7
"2305",7
"2306",7
"2307",7
"2308",7
"2309",7
"2310",7
"2311",7
"2312",17.73
"2313",4
"2314",4
"2315",44
"2316",16
"2317",17
"2318",15.8699999999953
"2319",15.8699999999953
"2320",15.8699999999953
"2321",15.8699999999953
"2322",15.8699999999953
"2323",15.8699999999953
"2324",15.8699999999953
"2325",15.8699999999953
"2326",22
"2327",18
"2328",16
"2329",16
"2330",9
"2331",23
"2332",1
"2333",7
"2334",20
"2335",20
"2336",16
"2337",16
"2338",15
"2339",17
"2340",14
"2341",28
"2342",12
"2343",22
"2344",7
"2345",7
"2346",7
"2347",7
"2348",15.3611003777848
"2349",20
"2350",20
"2351",20
"2352",20
"2353",20
"2354",19
"2355",7.56800000000027
"2356",7
"2357",7
"2358",7
"2359",13
"2360",13.1833333333328
"2361",13
"2362",13.6333333333331
"2363",15
"2364",18
"2365",18
"2366",18
"2367",18
"2368",18
"2369",19
"2370",17
"2371",40
"2372",15.3999999999987
"2373",26
"2374",26
"2375",26
"2376",26
"2377",26
"2378",26
"2379",26
"2380",26
"2381",26
"2382",26
"2383",26
"2384",26
"2385",26
"2386",26
"2387",26
"2388",26
"2389",26
"2390",13
"2391",13
"2392",13
"2393",13
"2394",13
"2395",19
"2396",17
"2397",9
"2398",12
"2399",20
"2400",17.5
"2401",15
"2402",15
"2403",15
"2404",16
"2405",15.1000000000007
"2406",15.1000000000007
"2407",6
"2408",12.8399999999976
"2409",18.6707200000048
"2410",18
"2411",21
"2412",45
"2413",17.2588160000004
"2414",19
"2415",NA
"2416",14.3466666666649
"2417",NA
"2418",20.6471679999981
"2419",13.7799999999993
"2420",22
"2421",41
"2422",22
"2423",15
"2424",15
"2425",15
"2426",17.9816746667142
"2427",18.7374293333342
"2428",18
"2429",18
"2430",19
"2431",19
"2432",19
"2433",19
"2434",19
"2435",9
"2436",17
"2437",22
"2438",7
"2439",20.1279999999975
"2440",17.3374719999945
"2441",21
"2442",21
"2443",12
"2444",22
"2445",21.9861599999996
"2446",19
"2447",12
"2448",40.7359999999985
"2449",1
"2450",19
"2451",22
"2452",13.9753095743229
"2453",15
"2454",12.7500200000018
"2455",12.9500000000017
"2456",17
"2457",40
"2458",40
"2459",40
"2460",40
"2461",40
"2462",40
"2463",40
"2464",40
"2465",40
"2466",40
"2467",40
"2468",17
"2469",18
"2470",6
"2471",NA
"2472",NA
"2473",NA
"2474",NA
"2475",NA
"2476",NA
"2477",NA
"2478",NA
"2479",NA
"2480",NA
"2481",NA
"2482",NA
"2483",NA
"2484",NA
"2485",NA
"2486",NA
"2487",NA
"2488",NA
"2489",NA
"2490",NA
"2491",NA
"2492",NA
"2493",NA
"2494",NA
"2495",NA
"2496",NA
"2497",NA
"2498",NA
"2499",NA
"2500",NA
"2501",NA
"2502",NA
"2503",NA
"2504",NA
"2505",NA
"2506",NA
"2507",NA
"2508",NA
"2509",NA
"2510",NA
"2511",NA
"2512",NA
"2513",NA
"2514",NA
"2515",NA
"2516",NA
"2517",NA
"2518",NA
"2519",NA
"2520",NA
"2521",NA
"2522",20
"2523",23.4999999999661
"2524",13
"2525",24
"2526",24
"2527",24
"2528",24
"2529",24
"2530",21
"2531",21.5000000000034
"2532",14
"2533",14
"2534",14
"2535",25
"2536",19
"2537",18
"2538",22.4500000000014
"2539",19.1666666666659
"2540",18.1166666666646
"2541",30.9999999999914
"2542",9.50000000000099
"2543",12.5000000000031
"2544",19
"2545",15.1666666666666
"2546",6
"2547",13
"2548",13
"2549",16.9000000000047
"2550",10
"2551",10
"2552",14
"2553",15.5999999999932
"2554",12
"2555",12.6666666666689
"2556",17
"2557",17.2499999999998
"2558",13
"2559",NA
"2560",NA
"2561",NA
"2562",NA
"2563",NA
"2564",NA
"2565",NA
"2566",NA
"2567",NA
"2568",NA
"2569",NA
"2570",NA
"2571",NA
"2572",NA
"2573",NA
"2574",NA
"2575",NA
"2576",NA
"2577",NA
"2578",NA
"2579",NA
"2580",NA
"2581",NA
"2582",NA
"2583",NA
"2584",NA
"2585",NA
"2586",NA
"2587",NA
"2588",NA
"2589",NA
"2590",NA
"2591",NA
"2592",NA
"2593",NA
"2594",NA
"2595",NA
"2596",NA
"2597",NA
"2598",1
"2599",27
"2600",27
"2601",27
"2602",27
"2603",27
"2604",27
"2605",27
"2606",27
"2607",27
"2608",27
"2609",27
"2610",27
"2611",27
"2612",27
"2613",27
"2614",27
"2615",27
"2616",27
"2617",27
"2618",27
"2619",27
"2620",27
"2621",27
"2622",27
"2623",27
"2624",27
"2625",27
"2626",27
"2627",27
"2628",27
"2629",19.2999999999565
"2630",19.2999999999565
"2631",19.2999999999565
"2632",19.2999999999565
"2633",7.58333333333096
"2634",32
"2635",41
"2636",21
"2637",14
"2638",15.2500000000005
"2639",18
"2640",8
"2641",17.2500000000005
"2642",22
"2643",25.3333333333401
"2644",8
"2645",8
"2646",21
"2647",22.0000000000007
"2648",22.0000000000007
"2649",17.4999999999881
"2650",12.9166666666653
"2651",20.6666666666675
"2652",6.50000000001364
"2653",6.50000000001364
"2654",6.50000000001364
"2655",6.50000000001364
"2656",6.50000000001364
"2657",NA
"2658",NA
"2659",NA
"2660",NA
"2661",NA
"2662",NA
"2663",NA
"2664",NA
"2665",NA
"2666",NA
"2667",NA
"2668",NA
"2669",NA
"2670",NA
"2671",NA
"2672",NA
"2673",NA
"2674",NA
"2675",NA
"2676",NA
"2677",NA
"2678",NA
"2679",NA
"2680",NA
"2681",NA
"2682",NA
"2683",NA
"2684",21
"2685",11
"2686",21
"2687",10
"2688",39.0560000000633
"2689",9
"2690",18
"2691",14
"2692",14.2226773333331
"2693",16
"2694",25
"2695",23.8062399999992
"2696",16
"2697",16.2754240000008
"2698",13.5199999999973
"2699",19
"2700",12
"2701",40
"2702",22
"2703",14
"2704",14
"2705",14
"2706",14
"2707",14
"2708",14
"2709",14
"2710",14
"2711",14
"2712",14
"2713",14
"2714",14
"2715",14
"2716",14
"2717",14
"2718",8
"2719",34
"2720",14
"2721",19
"2722",19
"2723",16
"2724",41
"2725",23
"2726",19
"2727",19.2626666666661
"2728",15.2279999999975
"2729",19.0200000000017
"2730",8
"2731",11.1920000000005
"2732",19.0175360000073
"2733",25
"2734",18
"2735",8
"2736",41.7055359999974
"2737",22.740000000001
"2738",22.740000000001
"2739",22.740000000001
"2740",12.1800000000125
"2741",12.1800000000125
"2742",12.1800000000125
"2743",12.1800000000125
"2744",12.1800000000125
"2745",12.1800000000125
"2746",12.1800000000125
"2747",12.1800000000125
"2748",12.1800000000125
"2749",12.1800000000125
"2750",12.1800000000125
"2751",17.2200000000113
"2752",14
"2753",15.3
"2754",17
"2755",19.1333333333338
"2756",18.9399999999999
"2757",8
"2758",17.0666666666669
"2759",15.7666666666685
"2760",7
"2761",7
"2762",7
"2763",7
"2764",7
"2765",7
"2766",7
"2767",7
"2768",7
"2769",12
"2770",14
"2771",17
"2772",17
"2773",17
"2774",17
"2775",17
"2776",20
"2777",10.9000000000143
"2778",7.10000000000067
"2779",7.10000000000067
"2780",7.10000000000067
"2781",7.10000000000067
"2782",7.10000000000067
"2783",7.10000000000067
"2784",7.10000000000067
"2785",22
"2786",17
"2787",1
"2788",1
"2789",1
"2790",1
"2791",21.6599999999891
"2792",11.4866666666656
"2793",11.4866666666656
"2794",11.4866666666656
"2795",11.4866666666656
"2796",11.4866666666656
"2797",11.4866666666656
"2798",11.4866666666656
"2799",11.4866666666656
"2800",11.4866666666656
"2801",11.4866666666656
"2802",11.4866666666656
"2803",11.4866666666656
"2804",7
"2805",17.5600000000008
"2806",14
"2807",15
"2808",17
"2809",17.1200000000019
"2810",1
"2811",31
"2812",14
"2813",18
"2814",13
"2815",42.5406026666648
"2816",18
"2817",7
"2818",18
"2819",21
"2820",17
"2821",16.3280000000044
"2822",13
"2823",12.5640000000124
"2824",NA
"2825",17
"2826",23
"2827",45
"2828",41
"2829",NA
"2830",41
"2831",28
"2832",NA
"2833",NA
"2834",NA
"2835",NA
"2836",NA
"2837",NA
"2838",NA
"2839",NA
"2840",NA
"2841",NA
"2842",NA
"2843",NA
"2844",NA
"2845",NA
"2846",NA
"2847",NA
"2848",NA
"2849",NA
"2850",NA
"2851",NA
"2852",NA
"2853",NA
"2854",NA
"2855",NA
"2856",NA
"2857",NA
"2858",NA
"2859",14.2885439999886
"2860",8
"2861",NA
"2862",39.0000000000341
"2863",39.0000000000341
"2864",39.0000000000341
"2865",14
"2866",11.2800000000003
"2867",21
"2868",17
"2869",20.5000000000051
"2870",16
"2871",14.8999999999929
"2872",22.1899999999967
"2873",25
"2874",25
"2875",25
"2876",25
"2877",25
"2878",25
"2879",25
"2880",15
"2881",15
"2882",15
"2883",16
"2884",44
"2885",44
"2886",44
"2887",44
"2888",22
"2889",22
"2890",22
"2891",22
"2892",22
"2893",22
"2894",22
"2895",22
"2896",20
"2897",13.0733333333334
"2898",13.0733333333334
"2899",23
"2900",23
"2901",18
"2902",22.5440000000049
"2903",24
"2904",17
"2905",18.2383786666676
"2906",20.5946666666638
"2907",16
"2908",36
"2909",18
"2910",8
"2911",9
"2912",19
"2913",17
"2914",18
"2915",22
"2916",13
"2917",16.5186986666841
"2918",23
"2919",11.7424000000071
"2920",16
"2921",16
"2922",16
"2923",16
"2924",16
"2925",25
"2926",22.8999999999983
"2927",22
"2928",22
"2929",22
"2930",22
"2931",22
"2932",22
"2933",22
"2934",16
"2935",17.0960000000005
"2936",22
"2937",17
"2938",21
"2939",25
"2940",7
"2941",23
"2942",49
"2943",7
"2944",17
"2945",17
"2946",17
"2947",17
"2948",1
"2949",6
"2950",16
"2951",40
"2952",28
"2953",12
"2954",31
"2955",7
"2956",16
"2957",21.7199999999973
"2958",16
"2959",22
"2960",17
"2961",17.001472
"2962",17
"2963",27
"2964",27
"2965",28
"2966",25
"2967",20.6666666666662
"2968",NA
"2969",15
"2970",15
"2971",16.2499999999997
"2972",16.2499999999997
"2973",16.2499999999997
"2974",16.2499999999997
"2975",16.2499999999997
"2976",16.2499999999997
"2977",10
"2978",15
"2979",49
"2980",49
"2981",49
"2982",12
"2983",23
"2984",21.4775999999968
"2985",43.6964119039929
"2986",41
"2987",23
"2988",23
"2989",23
"2990",23
"2991",23
"2992",23
"2993",23
"2994",23
"2995",23
"2996",23
"2997",23
"2998",23
"2999",23
"3000",23
"3001",23
"3002",23
"3003",23
"3004",23
"3005",23
"3006",23
"3007",23
"3008",23
"3009",23
"3010",23
"3011",23
"3012",23
"3013",23
"3014",23
"3015",23
"3016",23
"3017",23
"3018",23
"3019",23
"3020",23
"3021",23
"3022",23
"3023",23
"3024",23
"3025",23
"3026",23
"3027",23
"3028",23
"3029",23
"3030",23
"3031",23
"3032",23
"3033",23
"3034",23
"3035",23
"3036",23
"3037",23
"3038",23
"3039",23
"3040",23
"3041",23
"3042",23
"3043",23
"3044",23
"3045",23
"3046",23
"3047",23
"3048",23
"3049",23
"3050",23
"3051",23
"3052",23
"3053",23
"3054",23
"3055",23
"3056",23
"3057",23
"3058",23
"3059",23
"3060",23
"3061",23
"3062",23
"3063",23
"3064",23
"3065",23
"3066",23
"3067",23
"3068",23
"3069",23
"3070",23
"3071",23
"3072",23
"3073",23
"3074",23
"3075",23
"3076",23
"3077",23
"3078",23
"3079",23
"3080",23
"3081",23
"3082",23
"3083",23
"3084",23
"3085",23
"3086",23
"3087",23
"3088",23
"3089",23
"3090",23
"3091",23
"3092",23
"3093",23
"3094",23
"3095",23
"3096",23
"3097",23
"3098",23
"3099",23
"3100",23
"3101",23
"3102",23
"3103",23
"3104",23
"3105",23
"3106",23
"3107",23
"3108",23
"3109",23
"3110",23
"3111",23
"3112",23
"3113",23
"3114",23
"3115",23
"3116",23
"3117",23
"3118",23
"3119",23
"3120",23
"3121",23
"3122",23
"3123",23
"3124",23
"3125",23
"3126",23
"3127",23
"3128",13
"3129",13
"3130",23
"3131",NA
"3132",20.499999999998
"3133",20.499999999998
"3134",20.499999999998
"3135",20.499999999998
"3136",20.499999999998
"3137",20.499999999998
"3138",20.499999999998
"3139",20.499999999998
"3140",20.499999999998
"3141",20.499999999998
"3142",20.499999999998
"3143",20.499999999998
"3144",19
"3145",19
"3146",19
"3147",19
"3148",19
"3149",NA
"3150",NA
"3151",61
"3152",61
"3153",61
"3154",61
"3155",61
"3156",61
"3157",19
"3158",19
"3159",19
"3160",19
"3161",19
"3162",19
"3163",19
"3164",19
"3165",19
"3166",19
"3167",19
"3168",19
"3169",19
"3170",19
"3171",19
"3172",19
"3173",19
"3174",19
"3175",19
"3176",19
"3177",19
"3178",19
"3179",19
"3180",19
"3181",19
"3182",19
"3183",19
"3184",19
"3185",19
"3186",19
"3187",19
"3188",19
"3189",19
"3190",19
"3191",NA
"3192",NA
"3193",NA
"3194",NA
"3195",NA
"3196",NA
"3197",NA
"3198",NA
"3199",NA
"3200",NA
"3201",NA
"3202",NA
"3203",NA
"3204",NA
"3205",NA
"3206",NA
"3207",NA
"3208",NA
"3209",NA
"3210",NA
"3211",NA
"3212",NA
"3213",NA
"3214",NA
"3215",NA
"3216",NA
"3217",NA
"3218",NA
"3219",NA
"3220",NA
"3221",NA
"3222",14
"3223",18
"3224",1
"3225",14
"3226",47
"3227",43
"3228",43
"3229",43
"3230",43
"3231",43
"3232",43
"3233",43
"3234",43
"3235",43
"3236",43
"3237",43
"3238",43
"3239",43
"3240",43
"3241",43
"3242",43
"3243",43
"3244",43
"3245",43
"3246",43
"3247",9
"3248",21
"3249",21
"3250",27
"3251",NA
"3252",NA
"3253",NA
"3254",NA
"3255",47
"3256",14
"3257",14
"3258",14
"3259",14
"3260",14
"3261",14
"3262",14
"3263",14
"3264",14
"3265",14
"3266",14
"3267",14
"3268",14
"3269",14
"3270",14
"3271",14
"3272",14
"3273",14
"3274",14
"3275",14
"3276",14
"3277",14
"3278",NA
"3279",NA
"3280",37
"3281",37
"3282",37
"3283",37
"3284",37
"3285",37
"3286",37
"3287",37
"3288",37
"3289",37
"3290",37
"3291",37
"3292",37
"3293",37
"3294",37
"3295",37
"3296",37
"3297",37
"3298",37
"3299",37
"3300",37
"3301",14
"3302",58
"3303",58
"3304",58
"3305",58
"3306",58
"3307",58
"3308",58
"3309",58
"3310",58
"3311",58
"3312",58
"3313",58
"3314",58
"3315",58
"3316",58
"3317",58
"3318",58
"3319",58
"3320",58
"3321",58
"3322",58
"3323",58
"3324",58
"3325",43
"3326",43
"3327",43
"3328",43
"3329",43
"3330",43
"3331",43
"3332",43
"3333",43
"3334",43
"3335",43
"3336",43
"3337",43
"3338",43
"3339",43
"3340",43
"3341",43
"3342",43
"3343",43
"3344",43
"3345",43
"3346",43
"3347",30
"3348",40
"3349",40
"3350",40
"3351",40
"3352",31
"3353",14
"3354",NA
"3355",30
"3356",30
"3357",30
"3358",30
"3359",30
"3360",30
"3361",30
"3362",30
"3363",30
"3364",30
"3365",30
"3366",30
"3367",23
"3368",44
"3369",44
"3370",44
"3371",44
"3372",32
"3373",25
"3374",19
"3375",NA
"3376",NA
"3377",NA
"3378",NA
"3379",NA
"3380",14
"3381",NA
"3382",NA
"3383",NA
"3384",NA
"3385",NA
"3386",NA
"3387",NA
"3388",NA
"3389",NA
"3390",NA
"3391",14
"3392",14
"3393",61
"3394",61
"3395",61
"3396",61
"3397",61
"3398",61
"3399",61
"3400",61
"3401",61
"3402",61
"3403",61
"3404",61
"3405",61
"3406",61
"3407",61
"3408",61
"3409",61
"3410",61
"3411",61
"3412",61
"3413",61
"3414",61
"3415",61
"3416",61
"3417",61
"3418",61
"3419",61
"3420",61
"3421",61
"3422",61
"3423",44
"3424",NA
"3425",9
"3426",NA
"3427",4
"3428",44
"3429",4
"3430",28
"3431",NA
"3432",14
"3433",4
"3434",9
"3435",44
"3436",NA
"3437",NA
"3438",4
"3439",NA
"3440",9
"3441",6
"3442",21
"3443",4
"3444",6
"3445",NA
"3446",9
"3447",35.6333333333313
"3448",NA
"3449",28
"3450",NA
"3451",NA
"3452",4
"3453",9
"3454",6
"3455",9
"3456",9
"3457",21
"3458",22
"3459",22
"3460",10
"3461",15.3499999999881
"3462",17.0533333333318
"3463",15
"3464",9
"3465",10.2333333333371
"3466",9
"3467",NA
"3468",15.3499999999881
"3469",16.4653333333309
"3470",NA
"3471",4
"3472",21
"3473",17
"3474",17
"3475",10
"3476",9
"3477",14
"3478",10
"3479",9
"3480",9
"3481",9
"3482",17
"3483",40
"3484",40
"3485",40
"3486",7
"3487",14
"3488",7
"3489",15.3499999999881
"3490",21.0555558666665
"3491",10
"3492",14
"3493",28
"3494",6.04666666666682
"3495",15.3499999999881
"3496",NA
"3497",40
"3498",21
"3499",4
"3500",7
"3501",10
"3502",4
"3503",9
"3504",10
"3505",9
"3506",4
"3507",10
"3508",3
"3509",4
"3510",9
"3511",4
"3512",9
"3513",10
"3514",NA
"3515",NA
"3516",3
"3517",4
"3518",3
"3519",9
"3520",7
"3521",NA
"3522",9
"3523",3
"3524",7
"3525",21
"3526",4
"3527",18
"3528",3
"3529",3
"3530",3
"3531",18
"3532",18
"3533",18
"3534",9
"3535",3
"3536",4
"3537",4
"3538",14
"3539",NA
"3540",3
"3541",17
"3542",6
"3543",5
"3544",13
"3545",10.7500000000023
"3546",9
"3547",4
"3548",8
"3549",4
"3550",8
"3551",8
"3552",4
"3553",4
"3554",8
"3555",15
"3556",4
"3557",NA
"3558",4
"3559",46
"3560",5.63333333333436
"3561",40
"3562",19
"3563",17.2299999999995
"3564",20
"3565",NA
"3566",9
"3567",12.8
"3568",4
"3569",21
"3570",26
"3571",9
"3572",7
"3573",4
"3574",17.9166666666682
"3575",7
"3576",4
"3577",4
"3578",9
"3579",24
"3580",24
"3581",4
"3582",10
"3583",9
"3584",40
"3585",40
"3586",40
"3587",17.9166666666682
"3588",17.9166666666682
"3589",17.9166666666682
"3590",20
"3591",20
"3592",20
"3593",NA
"3594",9
"3595",4
"3596",10
"3597",4
"3598",4
"3599",NA
"3600",NA
"3601",10
"3602",35.6333333333313
"3603",6
"3604",3
"3605",NA
"3606",9
"3607",6
"3608",9
"3609",NA
"3610",NA
"3611",NA
"3612",14
"3613",4
"3614",NA
"3615",4
"3616",18.0166666666664
"3617",10
"3618",23
"3619",40
"3620",10.7500000000023
"3621",14
"3622",NA
"3623",9
"3624",9
"3625",9
"3626",15
"3627",4
"3628",NA
"3629",22
"3630",10
"3631",21
"3632",15
"3633",15
"3634",10
"3635",NA
"3636",6
"3637",NA
"3638",15
"3639",NA
"3640",NA
"3641",9
"3642",7
"3643",10
"3644",12
"3645",12
"3646",NA
"3647",NA
"3648",22
"3649",7
"3650",14
"3651",9
"3652",NA
"3653",7
"3654",7
"3655",7
"3656",7
"3657",7
"3658",7
"3659",4
"3660",3
"3661",10
"3662",9
"3663",7
"3664",12.9999999999932
"3665",15
"3666",10
"3667",23.260000000006
"3668",7
"3669",10
"3670",10.7500000000023
"3671",4
"3672",22
"3673",27
"3674",9
"3675",15
"3676",15
"3677",7
"3678",32
"3679",22
"3680",10
"3681",13
"3682",7
"3683",21.8333333333258
"3684",8
"3685",4
"3686",27
"3687",22
"3688",NA
"3689",9
"3690",3
"3691",17
"3692",3
"3693",14
"3694",6
"3695",21
"3696",14.3700000000054
"3697",3
"3698",NA
"3699",23.260000000006
"3700",10.7500000000023
"3701",NA
"3702",40
"3703",22
"3704",9
"3705",9
"3706",16
"3707",22
"3708",16
"3709",35.6333333333313
"3710",3
"3711",22
"3712",9
"3713",15
"3714",4
"3715",19
"3716",NA
"3717",10
"3718",NA
"3719",10
"3720",NA
"3721",6
"3722",4
"3723",8.44650666666882
"3724",9.16666666666419
"3725",10.7500000000023
"3726",43
"3727",14
"3728",12
"3729",4
"3730",NA
"3731",3
"3732",NA
"3733",21
"3734",3
"3735",15
"3736",15
"3737",15
"3738",23
"3739",NA
"3740",9
"3741",19.7499999999957
"3742",19.7499999999957
"3743",19.7499999999957
"3744",23.3333333333378
"3745",23.3333333333378
"3746",23.3333333333378
"3747",40
"3748",40
"3749",40
"3750",15
"3751",15
"3752",15
"3753",9
"3754",23.3333333333378
"3755",17.3000000000051
"3756",5
"3757",7
"3758",22
"3759",15
"3760",15
"3761",3
"3762",NA
"3763",14
"3764",40
