"","GRAVsite"
"1994",NA
"1995",NA
"1996",NA
"1997",NA
"1998",NA
"1999",NA
"2000",NA
"2001",NA
"2002",NA
"2003",NA
"2004",NA
"2005",NA
"2006",NA
"2007",NA
"2008",NA
"2009",NA
"2010",NA
"2011",NA
"2012",NA
"2013",NA
"2014",NA
"2015",NA
"2016",NA
"2017",NA
"2018",NA
"2019",NA
"2020",NA
"2021",NA
"2022",5.6
"2023",5.6
"2024",7.2333333333357
"2025",NA
"2026",17
"2027",25
"2028",13.8999999999812
"2029",15
"2030",15
"2031",25
"2032",6
"2033",6
"2034",2
"2035",2
"2036",2
"2037",38
"2038",2
"2039",11
"2040",11
"2041",11
"2042",11
"2043",7
"2044",6.37600000000053
"2045",15
"2046",6.51999999991542
"2047",30.5493333333317
"2048",21
"2049",5
"2050",9.2207999999689
"2051",26
"2052",15
"2053",21.2205678933344
"2054",21.2205678933344
"2055",30
"2056",NA
"2057",25
"2058",2
"2059",15.3256800000044
"2060",2
"2061",11
"2062",11
"2063",11
"2064",13.8573333333299
"2065",15.3453333333292
"2066",15
"2067",5
"2068",7.2533333333351
"2069",24.3282133333472
"2070",25
"2071",22
"2072",5
"2073",13.8959999999828
"2074",6
"2075",29
"2076",24.591797333332
"2077",15
"2078",20.6026666666628
"2079",4
"2080",4
"2081",4
"2082",17.1032479999945
"2083",4.51391999999544
"2084",3
"2085",11
"2086",32
"2087",21
"2088",19
"2089",19
"2090",12.499999999996
"2091",11
"2092",5
"2093",42
"2094",10.5000000000119
"2095",10.5000000000119
"2096",10.5000000000119
"2097",10.5000000000119
"2098",10.5000000000119
"2099",10.5000000000119
"2100",10.5000000000119
"2101",10.5000000000119
"2102",10.5000000000119
"2103",10.5000000000119
"2104",10.5000000000119
"2105",10.5000000000119
"2106",10.5000000000119
"2107",10.5000000000119
"2108",10.5000000000119
"2109",10.5000000000119
"2110",10.5000000000119
"2111",10.5000000000119
"2112",10.5000000000119
"2113",10.5000000000119
"2114",10.5000000000119
"2115",10.5000000000119
"2116",10.5000000000119
"2117",10.5000000000119
"2118",10.5000000000119
"2119",10.5000000000119
"2120",10.5000000000119
"2121",10.5000000000119
"2122",10.5000000000119
"2123",10.5000000000119
"2124",10.5000000000119
"2125",10.5000000000119
"2126",10.5000000000119
"2127",10.5000000000119
"2128",10.5000000000119
"2129",10.5000000000119
"2130",10.5000000000119
"2131",10.5000000000119
"2132",10.5000000000119
"2133",14
"2134",5.5
"2135",7.33333333332184
"2136",15
"2137",19.5833333333358
"2138",9.9999999999856
"2139",0
"2140",15.2499999999959
"2141",15
"2142",24.2499999999993
"2143",15
"2144",29
"2145",15
"2146",14
"2147",9.50000000003751
"2148",42
"2149",17
"2150",27.5499999999884
"2151",29.3500000000028
"2152",29.3500000000028
"2153",29.3500000000028
"2154",29.3500000000028
"2155",29.3500000000028
"2156",2.44999999999864
"2157",15
"2158",15
"2159",NA
"2160",NA
"2161",NA
"2162",NA
"2163",19
"2164",11
"2165",5.16666666666357
"2166",5.16666666666357
"2167",5.16666666666357
"2168",5.16666666666357
"2169",25
"2170",25
"2171",25
"2172",25
"2173",9
"2174",0.916666666667882
"2175",0.916666666667882
"2176",0.916666666667882
"2177",0
"2178",25
"2179",5.5
"2180",15
"2181",2
"2182",2
"2183",2
"2184",2
"2185",2
"2186",2
"2187",2
"2188",2
"2189",2
"2190",25
"2191",5.49999999999867
"2192",20.5000000000583
"2193",21
"2194",4
"2195",14
"2196",15
"2197",11
"2198",6.86399999999025
"2199",15
"2200",15
"2201",17.160853333333
"2202",10.7459840000018
"2203",2
"2204",4
"2205",1
"2206",35.5026826666647
"2207",21
"2208",6.34933333333232
"2209",2
"2210",7.18879999997097
"2211",25
"2212",8.87200000000371
"2213",42
"2214",17
"2215",3
"2216",25
"2217",11
"2218",11
"2219",11
"2220",2
"2221",2
"2222",42
"2223",42
"2224",7.27999999999746
"2225",7.27999999999746
"2226",7.27999999999746
"2227",7.27999999999746
"2228",28
"2229",28
"2230",28
"2231",28
"2232",28
"2233",28
"2234",28
"2235",28
"2236",28
"2237",28
"2238",28
"2239",28
"2240",28
"2241",28
"2242",28
"2243",13
"2244",2.09
"2245",2.09
"2246",2.09
"2247",2.09
"2248",2.09
"2249",2.09
"2250",8
"2251",15
"2252",23.2862782800164
"2253",8.37711999999835
"2254",15
"2255",4
"2256",18
"2257",6.20000000001326
"2258",12
"2259",24.1137813333293
"2260",0
"2261",11
"2262",1
"2263",2
"2264",4
"2265",14
"2266",6
"2267",15
"2268",5
"2269",5
"2270",4.5482879999884
"2271",25
"2272",11
"2273",11
"2274",11
"2275",11
"2276",11
"2277",11
"2278",11
"2279",11
"2280",11
"2281",12
"2282",12
"2283",12
"2284",12
"2285",12
"2286",5
"2287",5
"2288",5
"2289",5
"2290",10.6499999999855
"2291",13.3
"2292",11
"2293",25
"2294",12
"2295",25
"2296",25
"2297",17
"2298",11
"2299",27
"2300",2
"2301",15
"2302",4.69999999999488
"2303",12
"2304",12
"2305",12
"2306",12
"2307",12
"2308",12
"2309",12
"2310",12
"2311",12
"2312",15.86
"2313",7
"2314",7
"2315",14
"2316",15
"2317",3
"2318",23.6099999999858
"2319",23.6099999999858
"2320",23.6099999999858
"2321",23.6099999999858
"2322",23.6099999999858
"2323",23.6099999999858
"2324",23.6099999999858
"2325",23.6099999999858
"2326",27
"2327",3
"2328",24
"2329",4
"2330",11
"2331",5
"2332",1
"2333",42
"2334",16
"2335",16
"2336",15
"2337",15
"2338",15
"2339",11
"2340",0
"2341",6
"2342",32
"2343",25
"2344",12
"2345",12
"2346",12
"2347",12
"2348",11.3055698888716
"2349",7
"2350",7
"2351",7
"2352",7
"2353",7
"2354",2
"2355",24.5626666666664
"2356",12
"2357",12
"2358",12
"2359",11
"2360",18.4666666666626
"2361",11
"2362",22.0666666666649
"2363",10
"2364",30
"2365",30
"2366",30
"2367",30
"2368",15
"2369",15
"2370",15
"2371",14
"2372",11.0000000000133
"2373",11
"2374",11
"2375",11
"2376",11
"2377",11
"2378",11
"2379",11
"2380",11
"2381",11
"2382",11
"2383",11
"2384",11
"2385",11
"2386",11
"2387",11
"2388",11
"2389",11
"2390",3
"2391",3
"2392",3
"2393",3
"2394",3
"2395",15
"2396",15
"2397",11
"2398",32
"2399",18
"2400",16.2
"2401",4
"2402",4
"2403",4
"2404",27
"2405",3.63333333333311
"2406",3.63333333333311
"2407",17
"2408",15.8600000000004
"2409",17.0048640000058
"2410",3
"2411",14
"2412",14
"2413",15
"2414",7
"2415",NA
"2416",9.16266666666278
"2417",NA
"2418",23.5427626666617
"2419",21.9199999999905
"2420",27
"2421",6
"2422",25
"2423",17
"2424",17
"2425",17
"2426",8.07525333331646
"2427",15
"2428",10
"2429",17
"2430",3
"2431",15
"2432",15
"2433",15
"2434",15
"2435",11
"2436",22
"2437",27
"2438",11
"2439",19.5119999999902
"2440",11.1145599999954
"2441",8
"2442",8
"2443",32
"2444",26
"2445",25.9695519999991
"2446",5
"2447",25
"2448",14
"2449",1
"2450",2
"2451",21
"2452",8.97530957432286
"2453",38
"2454",23.74977999998
"2455",21.5499999999809
"2456",15
"2457",14
"2458",14
"2459",14
"2460",14
"2461",14
"2462",14
"2463",14
"2464",14
"2465",14
"2466",14
"2467",14
"2468",15
"2469",15
"2470",17
"2471",NA
"2472",NA
"2473",NA
"2474",NA
"2475",NA
"2476",NA
"2477",NA
"2478",NA
"2479",NA
"2480",NA
"2481",NA
"2482",NA
"2483",NA
"2484",NA
"2485",NA
"2486",NA
"2487",NA
"2488",NA
"2489",NA
"2490",NA
"2491",NA
"2492",NA
"2493",NA
"2494",NA
"2495",NA
"2496",NA
"2497",NA
"2498",NA
"2499",NA
"2500",NA
"2501",NA
"2502",NA
"2503",NA
"2504",NA
"2505",NA
"2506",NA
"2507",NA
"2508",NA
"2509",NA
"2510",NA
"2511",NA
"2512",NA
"2513",NA
"2514",NA
"2515",NA
"2516",NA
"2517",NA
"2518",NA
"2519",NA
"2520",NA
"2521",NA
"2522",7.50000000000341
"2523",5.74999999998307
"2524",17
"2525",11
"2526",11
"2527",11
"2528",11
"2529",11
"2530",5
"2531",15.9999999999886
"2532",4
"2533",4
"2534",4
"2535",25
"2536",4
"2537",17
"2538",22.4500000000014
"2539",8.33333333333112
"2540",5.33333333332743
"2541",8.49999999999635
"2542",5.99999999999934
"2543",20.0000000000308
"2544",15
"2545",15
"2546",17
"2547",9
"2548",9
"2549",7.94999999999453
"2550",0
"2551",0
"2552",5
"2553",7.00000000003411
"2554",25
"2555",21.6666666666556
"2556",15
"2557",15.5499999999996
"2558",25
"2559",NA
"2560",NA
"2561",NA
"2562",NA
"2563",NA
"2564",NA
"2565",NA
"2566",NA
"2567",NA
"2568",NA
"2569",NA
"2570",NA
"2571",NA
"2572",NA
"2573",NA
"2574",NA
"2575",NA
"2576",NA
"2577",NA
"2578",NA
"2579",NA
"2580",NA
"2581",NA
"2582",NA
"2583",NA
"2584",NA
"2585",NA
"2586",NA
"2587",NA
"2588",NA
"2589",NA
"2590",NA
"2591",NA
"2592",NA
"2593",NA
"2594",NA
"2595",NA
"2596",NA
"2597",NA
"2598",1
"2599",0
"2600",0
"2601",0
"2602",0
"2603",0
"2604",0
"2605",0
"2606",0
"2607",0
"2608",0
"2609",0
"2610",0
"2611",0
"2612",0
"2613",0
"2614",0
"2615",0
"2616",0
"2617",0
"2618",0
"2619",0
"2620",0
"2621",0
"2622",0
"2623",0
"2624",0
"2625",0
"2626",0
"2627",0
"2628",0
"2629",16.4499999999849
"2630",16.4499999999849
"2631",16.4499999999849
"2632",16.4499999999849
"2633",12.7499999999969
"2634",8.5
"2635",6
"2636",7
"2637",12
"2638",27.7500000000022
"2639",4
"2640",7
"2641",27.5000000000023
"2642",27
"2643",13.5833333333228
"2644",42
"2645",42
"2646",8
"2647",3.66666666666556
"2648",3.66666666666556
"2649",21.5000000000119
"2650",0.700000000011473
"2651",26
"2652",16.7999999999945
"2653",16.7999999999945
"2654",16.7999999999945
"2655",16.7999999999945
"2656",16.7999999999945
"2657",NA
"2658",NA
"2659",NA
"2660",NA
"2661",NA
"2662",NA
"2663",NA
"2664",NA
"2665",NA
"2666",NA
"2667",NA
"2668",NA
"2669",NA
"2670",NA
"2671",NA
"2672",NA
"2673",NA
"2674",NA
"2675",NA
"2676",NA
"2677",NA
"2678",NA
"2679",NA
"2680",NA
"2681",NA
"2682",NA
"2683",NA
"2684",14
"2685",5
"2686",14
"2687",5
"2688",12.0960000000306
"2689",11
"2690",4
"2691",15
"2692",1.74638933333311
"2693",44.7195893333343
"2694",25
"2695",3.38752000000157
"2696",15
"2697",19.8686399999887
"2698",23.7000000000066
"2699",2
"2700",4
"2701",14
"2702",24.7333333333334
"2703",0
"2704",0
"2705",0
"2706",0
"2707",0
"2708",0
"2709",0
"2710",0
"2711",0
"2712",0
"2713",0
"2714",0
"2715",0
"2716",0
"2717",0
"2718",9
"2719",5
"2720",25
"2721",15
"2722",2
"2723",31
"2724",6
"2725",5
"2726",2
"2727",14.0559999999992
"2728",3.91199999999018
"2729",11.7999999999952
"2730",7
"2731",10.8639999999994
"2732",15
"2733",25
"2734",24.1653759999851
"2735",54
"2736",10.4683946666504
"2737",8.55999999999403
"2738",8.55999999999403
"2739",8.55999999999403
"2740",15.3300000000081
"2741",15.3300000000081
"2742",15.3300000000081
"2743",15.3300000000081
"2744",15.3300000000081
"2745",15.3300000000081
"2746",15.3300000000081
"2747",15.3300000000081
"2748",15.3300000000081
"2749",15.3300000000081
"2750",15.3300000000081
"2751",8.34999999999595
"2752",12
"2753",4.2
"2754",15
"2755",8.79999999999934
"2756",15
"2757",54
"2758",15
"2759",22.8333333333328
"2760",12
"2761",12
"2762",12
"2763",12
"2764",12
"2765",12
"2766",12
"2767",12
"2768",12
"2769",25
"2770",25
"2771",4
"2772",4
"2773",4
"2774",4
"2775",4
"2776",9
"2777",16.0199999999971
"2778",41.2999999999953
"2779",41.2999999999953
"2780",41.2999999999953
"2781",41.2999999999953
"2782",41.2999999999953
"2783",41.2999999999953
"2784",41.2999999999953
"2785",26
"2786",15
"2787",1
"2788",1
"2789",1
"2790",1
"2791",6.79000000000348
"2792",25.0699999999852
"2793",25.0699999999852
"2794",25.0699999999852
"2795",25.0699999999852
"2796",25.0699999999852
"2797",25.0699999999852
"2798",25.0699999999852
"2799",25.0699999999852
"2800",25.0699999999852
"2801",25.0699999999852
"2802",25.0699999999852
"2803",25.0699999999852
"2804",12
"2805",5
"2806",12
"2807",18
"2808",22
"2809",15
"2810",1
"2811",0
"2812",5
"2813",25
"2814",5
"2815",13.5292266666661
"2816",15
"2817",12
"2818",17
"2819",14
"2820",15
"2821",15
"2822",18
"2823",5.04399999999468
"2824",NA
"2825",15
"2826",11
"2827",25
"2828",6
"2829",NA
"2830",6
"2831",6
"2832",NA
"2833",NA
"2834",NA
"2835",NA
"2836",NA
"2837",NA
"2838",NA
"2839",NA
"2840",NA
"2841",NA
"2842",NA
"2843",NA
"2844",NA
"2845",NA
"2846",NA
"2847",NA
"2848",NA
"2849",NA
"2850",NA
"2851",NA
"2852",NA
"2853",NA
"2854",NA
"2855",NA
"2856",NA
"2857",NA
"2858",NA
"2859",16.7447999999594
"2860",9
"2861",NA
"2862",6.19999999999659
"2863",6.19999999999659
"2864",6.19999999999659
"2865",22.0799999999943
"2866",7.31000000000219
"2867",21
"2868",10
"2869",8.99999999997953
"2870",15
"2871",7.48333333332024
"2872",21.2533333333289
"2873",22
"2874",7
"2875",7
"2876",7
"2877",7
"2878",7
"2879",7
"2880",11
"2881",11
"2882",11
"2883",24
"2884",14
"2885",14
"2886",14
"2887",14
"2888",26
"2889",26
"2890",26
"2891",26
"2892",26
"2893",26
"2894",26
"2895",26
"2896",25
"2897",21.2933333333335
"2898",21.2933333333335
"2899",6
"2900",6
"2901",15
"2902",7
"2903",11
"2904",15
"2905",15
"2906",5.05066666666702
"2907",4
"2908",2
"2909",3
"2910",9
"2911",11
"2912",2
"2913",15
"2914",15
"2915",27
"2916",14.6643839999887
"2917",15.381738666664
"2918",5
"2919",30.1968000000494
"2920",15
"2921",15
"2922",15
"2923",15
"2924",15
"2925",25
"2926",4.8999999999983
"2927",11
"2928",11
"2929",11
"2930",11
"2931",11
"2932",11
"2933",11
"2934",31
"2935",8.47066666666835
"2936",5
"2937",15
"2938",7
"2939",24
"2940",11
"2941",8
"2942",3
"2943",42
"2944",0
"2945",0
"2946",0
"2947",0
"2948",1
"2949",17
"2950",15
"2951",14
"2952",6
"2953",0
"2954",3
"2955",12
"2956",3
"2957",4.92000000000409
"2958",4
"2959",26
"2960",38
"2961",15
"2962",16.9719999999991
"2963",0
"2964",0
"2965",6
"2966",3
"2967",9.00000000000133
"2968",NA
"2969",7.66719999999727
"2970",7.66719999999727
"2971",8.50000000000066
"2972",8.50000000000066
"2973",8.50000000000066
"2974",8.50000000000066
"2975",8.50000000000066
"2976",8.50000000000066
"2977",10
"2978",14
"2979",3
"2980",3
"2981",3
"2982",32
"2983",5
"2984",16.0089600000013
"2985",0.505980160011834
"2986",5
"2987",9
"2988",9
"2989",9
"2990",9
"2991",9
"2992",9
"2993",9
"2994",9
"2995",9
"2996",9
"2997",9
"2998",9
"2999",9
"3000",9
"3001",9
"3002",9
"3003",9
"3004",9
"3005",9
"3006",9
"3007",9
"3008",9
"3009",9
"3010",9
"3011",9
"3012",9
"3013",9
"3014",9
"3015",9
"3016",9
"3017",9
"3018",9
"3019",9
"3020",9
"3021",9
"3022",9
"3023",9
"3024",9
"3025",9
"3026",9
"3027",9
"3028",9
"3029",9
"3030",9
"3031",9
"3032",9
"3033",9
"3034",9
"3035",9
"3036",9
"3037",9
"3038",9
"3039",9
"3040",9
"3041",9
"3042",9
"3043",9
"3044",9
"3045",9
"3046",9
"3047",9
"3048",9
"3049",9
"3050",9
"3051",9
"3052",9
"3053",9
"3054",9
"3055",9
"3056",9
"3057",9
"3058",9
"3059",9
"3060",9
"3061",9
"3062",9
"3063",9
"3064",9
"3065",9
"3066",9
"3067",9
"3068",9
"3069",9
"3070",9
"3071",9
"3072",9
"3073",9
"3074",9
"3075",9
"3076",9
"3077",9
"3078",9
"3079",9
"3080",9
"3081",9
"3082",9
"3083",9
"3084",9
"3085",9
"3086",9
"3087",9
"3088",9
"3089",9
"3090",9
"3091",9
"3092",9
"3093",9
"3094",9
"3095",9
"3096",9
"3097",9
"3098",9
"3099",9
"3100",9
"3101",9
"3102",9
"3103",9
"3104",9
"3105",9
"3106",9
"3107",9
"3108",9
"3109",9
"3110",9
"3111",9
"3112",9
"3113",9
"3114",9
"3115",9
"3116",9
"3117",9
"3118",9
"3119",9
"3120",9
"3121",9
"3122",9
"3123",9
"3124",9
"3125",9
"3126",9
"3127",1
"3128",21
"3129",21
"3130",5
"3131",NA
"3132",11.8333333333358
"3133",11.8333333333358
"3134",11.8333333333358
"3135",11.8333333333358
"3136",11.8333333333358
"3137",11.8333333333358
"3138",11.8333333333358
"3139",11.8333333333358
"3140",11.8333333333358
"3141",11.8333333333358
"3142",11.8333333333358
"3143",11.8333333333358
"3144",9
"3145",9
"3146",9
"3147",6
"3148",6
"3149",NA
"3150",NA
"3151",11
"3152",11
"3153",11
"3154",11
"3155",11
"3156",11
"3157",8
"3158",8
"3159",8
"3160",8
"3161",8
"3162",8
"3163",8
"3164",8
"3165",8
"3166",8
"3167",8
"3168",8
"3169",8
"3170",8
"3171",8
"3172",8
"3173",8
"3174",8
"3175",8
"3176",8
"3177",8
"3178",8
"3179",8
"3180",8
"3181",8
"3182",8
"3183",8
"3184",8
"3185",8
"3186",8
"3187",8
"3188",8
"3189",8
"3190",8
"3191",NA
"3192",NA
"3193",NA
"3194",NA
"3195",NA
"3196",NA
"3197",NA
"3198",NA
"3199",NA
"3200",NA
"3201",NA
"3202",NA
"3203",NA
"3204",NA
"3205",NA
"3206",NA
"3207",NA
"3208",NA
"3209",NA
"3210",NA
"3211",NA
"3212",NA
"3213",NA
"3214",NA
"3215",NA
"3216",NA
"3217",NA
"3218",NA
"3219",NA
"3220",NA
"3221",NA
"3222",2
"3223",4
"3224",1
"3225",2
"3226",1
"3227",1
"3228",1
"3229",1
"3230",1
"3231",1
"3232",1
"3233",1
"3234",1
"3235",1
"3236",1
"3237",1
"3238",1
"3239",1
"3240",1
"3241",1
"3242",1
"3243",1
"3244",1
"3245",1
"3246",1
"3247",8
"3248",19
"3249",19
"3250",2
"3251",NA
"3252",NA
"3253",NA
"3254",NA
"3255",1
"3256",2
"3257",2
"3258",2
"3259",2
"3260",2
"3261",2
"3262",2
"3263",2
"3264",2
"3265",2
"3266",2
"3267",2
"3268",2
"3269",2
"3270",2
"3271",2
"3272",2
"3273",2
"3274",2
"3275",2
"3276",2
"3277",2
"3278",NA
"3279",NA
"3280",2
"3281",2
"3282",2
"3283",2
"3284",2
"3285",2
"3286",2
"3287",2
"3288",2
"3289",2
"3290",2
"3291",2
"3292",2
"3293",2
"3294",2
"3295",2
"3296",2
"3297",2
"3298",2
"3299",2
"3300",2
"3301",2
"3302",0
"3303",0
"3304",0
"3305",0
"3306",0
"3307",0
"3308",0
"3309",0
"3310",0
"3311",0
"3312",0
"3313",0
"3314",0
"3315",0
"3316",0
"3317",0
"3318",0
"3319",0
"3320",0
"3321",0
"3322",0
"3323",0
"3324",0
"3325",1
"3326",1
"3327",1
"3328",1
"3329",1
"3330",1
"3331",1
"3332",1
"3333",1
"3334",1
"3335",1
"3336",1
"3337",1
"3338",1
"3339",1
"3340",1
"3341",1
"3342",1
"3343",1
"3344",1
"3345",1
"3346",1
"3347",4
"3348",4
"3349",4
"3350",4
"3351",4
"3352",0
"3353",2
"3354",NA
"3355",4
"3356",4
"3357",4
"3358",4
"3359",4
"3360",4
"3361",4
"3362",4
"3363",4
"3364",4
"3365",4
"3366",4
"3367",8
"3368",0
"3369",0
"3370",0
"3371",0
"3372",8
"3373",11
"3374",8
"3375",NA
"3376",NA
"3377",NA
"3378",NA
"3379",NA
"3380",2
"3381",NA
"3382",NA
"3383",NA
"3384",NA
"3385",NA
"3386",NA
"3387",NA
"3388",NA
"3389",NA
"3390",NA
"3391",2
"3392",2
"3393",11
"3394",11
"3395",11
"3396",11
"3397",11
"3398",11
"3399",11
"3400",11
"3401",11
"3402",11
"3403",11
"3404",11
"3405",11
"3406",11
"3407",11
"3408",11
"3409",11
"3410",11
"3411",11
"3412",11
"3413",11
"3414",11
"3415",11
"3416",11
"3417",11
"3418",11
"3419",11
"3420",11
"3421",11
"3422",11
"3423",0
"3424",NA
"3425",1
"3426",NA
"3427",1
"3428",0
"3429",1
"3430",0
"3431",NA
"3432",6
"3433",7
"3434",1
"3435",0
"3436",NA
"3437",NA
"3438",7
"3439",NA
"3440",1
"3441",0
"3442",1
"3443",1
"3444",0
"3445",NA
"3446",1
"3447",6
"3448",NA
"3449",0
"3450",NA
"3451",NA
"3452",1
"3453",1
"3454",0
"3455",1
"3456",1
"3457",1
"3458",8
"3459",8
"3460",1
"3461",23.7500000000426
"3462",17.6666666666722
"3463",22
"3464",1
"3465",1.63333333333311
"3466",1
"3467",NA
"3468",23.7500000000426
"3469",19.7666666666755
"3470",NA
"3471",1
"3472",1
"3473",14
"3474",14
"3475",1
"3476",1
"3477",6
"3478",1
"3479",8
"3480",1
"3481",1
"3482",1
"3483",5
"3484",5
"3485",5
"3486",2
"3487",6
"3488",2
"3489",23.7500000000426
"3490",10.388885466668
"3491",1
"3492",6
"3493",0
"3494",16.9933333333333
"3495",23.7500000000426
"3496",NA
"3497",5
"3498",1
"3499",3
"3500",29
"3501",1
"3502",3
"3503",1
"3504",1
"3505",1
"3506",1
"3507",1
"3508",0
"3509",3
"3510",1
"3511",7
"3512",1
"3513",1
"3514",NA
"3515",NA
"3516",0
"3517",3
"3518",0
"3519",1
"3520",2
"3521",NA
"3522",1
"3523",0
"3524",2
"3525",1
"3526",3
"3527",8
"3528",0
"3529",0
"3530",0
"3531",8
"3532",8
"3533",8
"3534",1
"3535",0
"3536",3
"3537",3
"3538",6
"3539",NA
"3540",0
"3541",4
"3542",0
"3543",0
"3544",22
"3545",7.58333333333278
"3546",1
"3547",7
"3548",3
"3549",3
"3550",3
"3551",3
"3552",1
"3553",7
"3554",3
"3555",22
"3556",3
"3557",NA
"3558",3
"3559",1
"3560",1.28333333332973
"3561",5
"3562",8
"3563",3.47666666666695
"3564",5
"3565",NA
"3566",8
"3567",0.7
"3568",1
"3569",1
"3570",0
"3571",1
"3572",2
"3573",3
"3574",14.5833333333278
"3575",2
"3576",3
"3577",3
"3578",1
"3579",5
"3580",5
"3581",3
"3582",1
"3583",1
"3584",5
"3585",5
"3586",5
"3587",14.5833333333278
"3588",14.5833333333278
"3589",14.5833333333278
"3590",5
"3591",5
"3592",5
"3593",NA
"3594",1
"3595",3
"3596",1
"3597",3
"3598",7
"3599",NA
"3600",NA
"3601",1
"3602",6
"3603",0
"3604",0
"3605",NA
"3606",1
"3607",1
"3608",1
"3609",NA
"3610",NA
"3611",NA
"3612",6
"3613",3
"3614",NA
"3615",3
"3616",0
"3617",1
"3618",3
"3619",5
"3620",7.58333333333278
"3621",6
"3622",NA
"3623",1
"3624",1
"3625",1
"3626",22
"3627",3
"3628",NA
"3629",0
"3630",1
"3631",1
"3632",25
"3633",25
"3634",1
"3635",NA
"3636",9
"3637",NA
"3638",4
"3639",NA
"3640",NA
"3641",1
"3642",2
"3643",1
"3644",15
"3645",15
"3646",NA
"3647",NA
"3648",0
"3649",2
"3650",10
"3651",1
"3652",NA
"3653",0
"3654",0
"3655",0
"3656",0
"3657",0
"3658",0
"3659",3
"3660",0
"3661",1
"3662",1
"3663",1
"3664",18.9999999999864
"3665",23
"3666",1
"3667",2.21000000000099
"3668",0
"3669",1
"3670",7.58333333333278
"3671",7
"3672",0
"3673",0
"3674",1
"3675",20
"3676",20
"3677",1
"3678",17
"3679",0
"3680",1
"3681",7
"3682",0
"3683",4.33333333333245
"3684",3
"3685",3
"3686",0
"3687",0
"3688",NA
"3689",1
"3690",0
"3691",4
"3692",0
"3693",2
"3694",9
"3695",1
"3696",2.20999999999821
"3697",0
"3698",NA
"3699",2.21000000000099
"3700",7.58333333333278
"3701",NA
"3702",5
"3703",0
"3704",1
"3705",1
"3706",1
"3707",0
"3708",25
"3709",6
"3710",0
"3711",0
"3712",1
"3713",25
"3714",3
"3715",28
"3716",NA
"3717",0
"3718",NA
"3719",0
"3720",NA
"3721",2
"3722",3
"3723",6.55349333333118
"3724",6.49999999999976
"3725",7.58333333333278
"3726",0
"3727",6
"3728",1
"3729",7
"3730",NA
"3731",0
"3732",NA
"3733",1
"3734",0
"3735",20
"3736",22
"3737",20
"3738",2
"3739",NA
"3740",1
"3741",9.75000000000597
"3742",9.75000000000597
"3743",9.75000000000597
"3744",12.499999999998
"3745",12.499999999998
"3746",12.499999999998
"3747",5
"3748",5
"3749",5
"3750",25
"3751",25
"3752",25
"3753",8
"3754",12.499999999998
"3755",10.2200000000072
"3756",0
"3757",2
"3758",0
"3759",22
"3760",22
"3761",0
"3762",NA
"3763",6
"3764",5
"3765",5
"3766",2.20999999999821
"3767",2
"3768",22
"3769",22
"3770",6
"3771",1
"3772",8
"3773",NA
"3774",2
"3775",1
"3776",1
"3777",NA
"3778",7
"3779",7
"3780",2.20999999999821
"3781",5
"3782",9.75000000000597
"3783",2.20999999999821
"3784",NA
"3785",2
"3786",NA
"3787",20.4999999999875
"3788",25.4573333333372
"3789",NA
"3790",1
"3791",NA
"3792",1
"3793",0.7
"3794",24.1666666666642
"3795",26
"3796",1.28333333332973
"3797",1
"3798",9.75000000000597
"3799",7.58333333333278
"3800",29
"3801",NA
"3802",10
"3803",NA
"3804",22
"3805",1
"3806",NA
"3807",NA
"3808",6
"3809",22
"3810",5.74800000000039
"3811",30
"3812",28.1555199999891
"3813",NA
"3814",7.58333333333278
"3815",22
"3816",9.75000000000597
"3817",2
"3818",0
"3819",8.49999999998063
"3820",5.49999999999934
"3821",3
"3822",5.49999999999934
"3823",2
"3824",2.20999999999821
"3825",1
"3826",6
"3827",1
"3828",2.20999999999821
"3829",6
"3830",NA
"3831",7
"3832",1
"3833",0
"3834",1
"3835",0
"3836",0
"3837",2
