"","leftJoinDf.elevation","leftJoinDf.elevation.1","leftJoinDf.elevation.2","leftJoinDf.elevation.3","leftJoinDf.elevation.4","leftJoinDf.elevation.5","leftJoinDf.elevation.6","leftJoinDf.elevation.7","leftJoinDf.elevation.8","leftJoinDf.elevation.9","leftJoinDf.elevation.10","leftJoinDf.elevation.11"
"474",782,782,782,782,782,782,782,782,782,782,782,782
"475",1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903
"476",612,612,612,612,612,612,612,612,612,612,612,612
"477",849,849,849,849,849,849,849,849,849,849,849,849
"478",1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477
"479",15,15,15,15,15,15,15,15,15,15,15,15
"480",63,63,63,63,63,63,63,63,63,63,63,63
"481",63,63,63,63,63,63,63,63,63,63,63,63
"482",63,63,63,63,63,63,63,63,63,63,63,63
"483",63,63,63,63,63,63,63,63,63,63,63,63
"484",69,69,69,69,69,69,69,69,69,69,69,69
"485",1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"486",1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"487",1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"488",1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"489",1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"490",9,9,9,9,9,9,9,9,9,9,9,9
"491",1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156
"492",320,320,320,320,320,320,320,320,320,320,320,320
"493",320,320,320,320,320,320,320,320,320,320,320,320
"494",854,854,854,854,854,854,854,854,854,854,854,854
"495",862,862,862,862,862,862,862,862,862,862,862,862
"496",801,801,801,801,801,801,801,801,801,801,801,801
"497",446,446,446,446,446,446,446,446,446,446,446,446
"498",894,894,894,894,894,894,894,894,894,894,894,894
"499",462,462,462,462,462,462,462,462,462,462,462,462
"500",1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
"501",575,575,575,575,575,575,575,575,575,575,575,575
"502",575,575,575,575,575,575,575,575,575,575,575,575
"503",584,584,584,584,584,584,584,584,584,584,584,584
"504",412,412,412,412,412,412,412,412,412,412,412,412
"505",1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317
"506",1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267
"507",940,940,940,940,940,940,940,940,940,940,940,940
"508",2202,2202,2202,2202,2202,2202,2202,2202,2202,2202,2202,2202
"509",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"510",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"511",2628,2628,2628,2628,2628,2628,2628,2628,2628,2628,2628,2628
"512",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"513",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"514",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"515",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"516",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"517",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"518",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"519",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"520",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"521",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"522",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"523",1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
"524",614,614,614,614,614,614,614,614,614,614,614,614
"525",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"526",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"527",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"528",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"529",2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358
"530",75,75,75,75,75,75,75,75,75,75,75,75
"531",75,75,75,75,75,75,75,75,75,75,75,75
"532",48,48,48,48,48,48,48,48,48,48,48,48
"533",74,74,74,74,74,74,74,74,74,74,74,74
"534",74,74,74,74,74,74,74,74,74,74,74,74
"535",74,74,74,74,74,74,74,74,74,74,74,74
"536",74,74,74,74,74,74,74,74,74,74,74,74
"537",15,15,15,15,15,15,15,15,15,15,15,15
"538",22,22,22,22,22,22,22,22,22,22,22,22
"539",1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477
"540",1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121
"541",365,365,365,365,365,365,365,365,365,365,365,365
"542",365,365,365,365,365,365,365,365,365,365,365,365
"543",283,283,283,283,283,283,283,283,283,283,283,283
"544",646,646,646,646,646,646,646,646,646,646,646,646
"545",946,946,946,946,946,946,946,946,946,946,946,946
"546",871,871,871,871,871,871,871,871,871,871,871,871
"547",871,871,871,871,871,871,871,871,871,871,871,871
"548",339,339,339,339,339,339,339,339,339,339,339,339
"549",451,451,451,451,451,451,451,451,451,451,451,451
"550",451,451,451,451,451,451,451,451,451,451,451,451
"551",1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408
"552",190,190,190,190,190,190,190,190,190,190,190,190
"553",2393,2393,2393,2393,2393,2393,2393,2393,2393,2393,2393,2393
"554",547,547,547,547,547,547,547,547,547,547,547,547
"555",1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
"556",915,915,915,915,915,915,915,915,915,915,915,915
"557",915,915,915,915,915,915,915,915,915,915,915,915
"558",915,915,915,915,915,915,915,915,915,915,915,915
"559",542,542,542,542,542,542,542,542,542,542,542,542
"560",375,375,375,375,375,375,375,375,375,375,375,375
"561",1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027
"562",590,590,590,590,590,590,590,590,590,590,590,590
"563",654,654,654,654,654,654,654,654,654,654,654,654
"564",1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
"565",1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627
"566",659,659,659,659,659,659,659,659,659,659,659,659
"567",537,537,537,537,537,537,537,537,537,537,537,537
"568",54,54,54,54,54,54,54,54,54,54,54,54
"569",172,172,172,172,172,172,172,172,172,172,172,172
"570",553,553,553,553,553,553,553,553,553,553,553,553
"571",599,599,599,599,599,599,599,599,599,599,599,599
"572",606,606,606,606,606,606,606,606,606,606,606,606
"573",819,819,819,819,819,819,819,819,819,819,819,819
"574",1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360
"575",81,81,81,81,81,81,81,81,81,81,81,81
"576",810,810,810,810,810,810,810,810,810,810,810,810
"577",944,944,944,944,944,944,944,944,944,944,944,944
"578",791,791,791,791,791,791,791,791,791,791,791,791
"579",73,73,73,73,73,73,73,73,73,73,73,73
"580",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"581",409,409,409,409,409,409,409,409,409,409,409,409
"582",10,10,10,10,10,10,10,10,10,10,10,10
"583",327,327,327,327,327,327,327,327,327,327,327,327
"584",327,327,327,327,327,327,327,327,327,327,327,327
"585",1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323
"586",1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323
"587",554,554,554,554,554,554,554,554,554,554,554,554
"588",554,554,554,554,554,554,554,554,554,554,554,554
"589",539,539,539,539,539,539,539,539,539,539,539,539
"590",539,539,539,539,539,539,539,539,539,539,539,539
"591",121,121,121,121,121,121,121,121,121,121,121,121
"592",121,121,121,121,121,121,121,121,121,121,121,121
"593",121,121,121,121,121,121,121,121,121,121,121,121
"594",934,934,934,934,934,934,934,934,934,934,934,934
"595",934,934,934,934,934,934,934,934,934,934,934,934
"596",934,934,934,934,934,934,934,934,934,934,934,934
"597",637,637,637,637,637,637,637,637,637,637,637,637
"598",637,637,637,637,637,637,637,637,637,637,637,637
"599",637,637,637,637,637,637,637,637,637,637,637,637
"600",637,637,637,637,637,637,637,637,637,637,637,637
"601",637,637,637,637,637,637,637,637,637,637,637,637
"602",637,637,637,637,637,637,637,637,637,637,637,637
"603",932,932,932,932,932,932,932,932,932,932,932,932
"604",1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477
"605",1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648
"606",748,748,748,748,748,748,748,748,748,748,748,748
"607",107,107,107,107,107,107,107,107,107,107,107,107
"608",935,935,935,935,935,935,935,935,935,935,935,935
"609",862,862,862,862,862,862,862,862,862,862,862,862
"610",3,3,3,3,3,3,3,3,3,3,3,3
"611",811,811,811,811,811,811,811,811,811,811,811,811
"612",929,929,929,929,929,929,929,929,929,929,929,929
"613",11,11,11,11,11,11,11,11,11,11,11,11
"614",144,144,144,144,144,144,144,144,144,144,144,144
"615",737,737,737,737,737,737,737,737,737,737,737,737
"616",317,317,317,317,317,317,317,317,317,317,317,317
"617",1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
"618",164,164,164,164,164,164,164,164,164,164,164,164
"619",1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
"620",400,400,400,400,400,400,400,400,400,400,400,400
"621",48,48,48,48,48,48,48,48,48,48,48,48
"622",260,260,260,260,260,260,260,260,260,260,260,260
"623",260,260,260,260,260,260,260,260,260,260,260,260
"624",260,260,260,260,260,260,260,260,260,260,260,260
"625",260,260,260,260,260,260,260,260,260,260,260,260
"626",1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136
"627",850,850,850,850,850,850,850,850,850,850,850,850
"628",745,745,745,745,745,745,745,745,745,745,745,745
"629",561,561,561,561,561,561,561,561,561,561,561,561
"630",952,952,952,952,952,952,952,952,952,952,952,952
"631",503,503,503,503,503,503,503,503,503,503,503,503
"632",2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355
"633",2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432
"634",388,388,388,388,388,388,388,388,388,388,388,388
"635",2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115
"636",1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877
"637",1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008
"638",1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265
"639",2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245
"640",581,581,581,581,581,581,581,581,581,581,581,581
"641",1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199
"642",230,230,230,230,230,230,230,230,230,230,230,230
"643",569,569,569,569,569,569,569,569,569,569,569,569
"644",760,760,760,760,760,760,760,760,760,760,760,760
"645",799,799,799,799,799,799,799,799,799,799,799,799
"646",807,807,807,807,807,807,807,807,807,807,807,807
"647",476,476,476,476,476,476,476,476,476,476,476,476
"648",816,816,816,816,816,816,816,816,816,816,816,816
"649",806,806,806,806,806,806,806,806,806,806,806,806
"650",298,298,298,298,298,298,298,298,298,298,298,298
"651",298,298,298,298,298,298,298,298,298,298,298,298
"652",298,298,298,298,298,298,298,298,298,298,298,298
"653",298,298,298,298,298,298,298,298,298,298,298,298
"654",298,298,298,298,298,298,298,298,298,298,298,298
"655",298,298,298,298,298,298,298,298,298,298,298,298
"656",298,298,298,298,298,298,298,298,298,298,298,298
"657",298,298,298,298,298,298,298,298,298,298,298,298
"658",298,298,298,298,298,298,298,298,298,298,298,298
"659",298,298,298,298,298,298,298,298,298,298,298,298
"660",298,298,298,298,298,298,298,298,298,298,298,298
"661",298,298,298,298,298,298,298,298,298,298,298,298
"662",298,298,298,298,298,298,298,298,298,298,298,298
"663",298,298,298,298,298,298,298,298,298,298,298,298
"664",298,298,298,298,298,298,298,298,298,298,298,298
"665",298,298,298,298,298,298,298,298,298,298,298,298
"666",298,298,298,298,298,298,298,298,298,298,298,298
"667",298,298,298,298,298,298,298,298,298,298,298,298
"668",298,298,298,298,298,298,298,298,298,298,298,298
"669",298,298,298,298,298,298,298,298,298,298,298,298
"670",298,298,298,298,298,298,298,298,298,298,298,298
"671",298,298,298,298,298,298,298,298,298,298,298,298
"672",298,298,298,298,298,298,298,298,298,298,298,298
"673",298,298,298,298,298,298,298,298,298,298,298,298
"674",298,298,298,298,298,298,298,298,298,298,298,298
"675",298,298,298,298,298,298,298,298,298,298,298,298
"676",298,298,298,298,298,298,298,298,298,298,298,298
"677",298,298,298,298,298,298,298,298,298,298,298,298
"678",298,298,298,298,298,298,298,298,298,298,298,298
"679",298,298,298,298,298,298,298,298,298,298,298,298
"680",298,298,298,298,298,298,298,298,298,298,298,298
"681",298,298,298,298,298,298,298,298,298,298,298,298
"682",298,298,298,298,298,298,298,298,298,298,298,298
"683",298,298,298,298,298,298,298,298,298,298,298,298
"684",908,908,908,908,908,908,908,908,908,908,908,908
"685",663,663,663,663,663,663,663,663,663,663,663,663
"686",1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439
"687",843,843,843,843,843,843,843,843,843,843,843,843
"688",913,913,913,913,913,913,913,913,913,913,913,913
"689",1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166
"690",14,14,14,14,14,14,14,14,14,14,14,14
"691",706,706,706,706,706,706,706,706,706,706,706,706
"692",2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632
"693",1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069
"694",2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480
"695",2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480
"696",2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480
"697",649,649,649,649,649,649,649,649,649,649,649,649
"698",609,609,609,609,609,609,609,609,609,609,609,609
"699",610,610,610,610,610,610,610,610,610,610,610,610
"700",323,323,323,323,323,323,323,323,323,323,323,323
"701",955,955,955,955,955,955,955,955,955,955,955,955
"702",90,90,90,90,90,90,90,90,90,90,90,90
"703",44,44,44,44,44,44,44,44,44,44,44,44
"704",2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446
"705",2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102
"706",68,68,68,68,68,68,68,68,68,68,68,68
"707",493,493,493,493,493,493,493,493,493,493,493,493
"708",73,73,73,73,73,73,73,73,73,73,73,73
"709",701,701,701,701,701,701,701,701,701,701,701,701
"710",56,56,56,56,56,56,56,56,56,56,56,56
"711",462,462,462,462,462,462,462,462,462,462,462,462
"712",2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098
"713",2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683,2683
"714",58,58,58,58,58,58,58,58,58,58,58,58
"715",190,190,190,190,190,190,190,190,190,190,190,190
"716",1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169
"717",1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
"718",730,730,730,730,730,730,730,730,730,730,730,730
"719",878,878,878,878,878,878,878,878,878,878,878,878
"720",1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365
"721",505,505,505,505,505,505,505,505,505,505,505,505
"722",626,626,626,626,626,626,626,626,626,626,626,626
"723",626,626,626,626,626,626,626,626,626,626,626,626
"724",165,165,165,165,165,165,165,165,165,165,165,165
"725",112,112,112,112,112,112,112,112,112,112,112,112
"726",112,112,112,112,112,112,112,112,112,112,112,112
"727",2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415
"728",2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415
"729",991,991,991,991,991,991,991,991,991,991,991,991
"730",1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277
"731",1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137
"732",1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352
"733",649,649,649,649,649,649,649,649,649,649,649,649
"734",63,63,63,63,63,63,63,63,63,63,63,63
"735",63,63,63,63,63,63,63,63,63,63,63,63
"736",63,63,63,63,63,63,63,63,63,63,63,63
"737",1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351
"738",221,221,221,221,221,221,221,221,221,221,221,221
"739",221,221,221,221,221,221,221,221,221,221,221,221
"740",221,221,221,221,221,221,221,221,221,221,221,221
"741",1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257
"742",1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257
"743",978,978,978,978,978,978,978,978,978,978,978,978
"744",723,723,723,723,723,723,723,723,723,723,723,723
"745",891,891,891,891,891,891,891,891,891,891,891,891
"746",964,964,964,964,964,964,964,964,964,964,964,964
"747",6,6,6,6,6,6,6,6,6,6,6,6
"748",79,79,79,79,79,79,79,79,79,79,79,79
"749",1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
"750",412,412,412,412,412,412,412,412,412,412,412,412
"751",420,420,420,420,420,420,420,420,420,420,420,420
"752",87,87,87,87,87,87,87,87,87,87,87,87
"753",1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281
"754",2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572
"755",571,571,571,571,571,571,571,571,571,571,571,571
"756",30,30,30,30,30,30,30,30,30,30,30,30
"757",30,30,30,30,30,30,30,30,30,30,30,30
"758",30,30,30,30,30,30,30,30,30,30,30,30
"759",30,30,30,30,30,30,30,30,30,30,30,30
"760",430,430,430,430,430,430,430,430,430,430,430,430
"761",470,470,470,470,470,470,470,470,470,470,470,470
"762",123,123,123,123,123,123,123,123,123,123,123,123
"763",123,123,123,123,123,123,123,123,123,123,123,123
"764",123,123,123,123,123,123,123,123,123,123,123,123
"765",38,38,38,38,38,38,38,38,38,38,38,38
"766",38,38,38,38,38,38,38,38,38,38,38,38
"767",38,38,38,38,38,38,38,38,38,38,38,38
"768",38,38,38,38,38,38,38,38,38,38,38,38
"769",476,476,476,476,476,476,476,476,476,476,476,476
"770",476,476,476,476,476,476,476,476,476,476,476,476
"771",476,476,476,476,476,476,476,476,476,476,476,476
"772",476,476,476,476,476,476,476,476,476,476,476,476
"773",291,291,291,291,291,291,291,291,291,291,291,291
"774",463,463,463,463,463,463,463,463,463,463,463,463
"775",2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138
"776",969,969,969,969,969,969,969,969,969,969,969,969
"777",1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632
"778",25,25,25,25,25,25,25,25,25,25,25,25
"779",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"780",215,215,215,215,215,215,215,215,215,215,215,215
"781",981,981,981,981,981,981,981,981,981,981,981,981
"782",1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,1823
"783",671,671,671,671,671,671,671,671,671,671,671,671
"784",1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075
"785",244,244,244,244,244,244,244,244,244,244,244,244
"786",490,490,490,490,490,490,490,490,490,490,490,490
"787",374,374,374,374,374,374,374,374,374,374,374,374
"788",894,894,894,894,894,894,894,894,894,894,894,894
"789",1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
"790",1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504
"791",1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182
"792",3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063
"793",1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955
"794",2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566
"795",5,5,5,5,5,5,5,5,5,5,5,5
"796",5,5,5,5,5,5,5,5,5,5,5,5
"797",374,374,374,374,374,374,374,374,374,374,374,374
"798",374,374,374,374,374,374,374,374,374,374,374,374
"799",374,374,374,374,374,374,374,374,374,374,374,374
"800",1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106
"801",141,141,141,141,141,141,141,141,141,141,141,141
"802",247,247,247,247,247,247,247,247,247,247,247,247
"803",247,247,247,247,247,247,247,247,247,247,247,247
"804",537,537,537,537,537,537,537,537,537,537,537,537
"805",537,537,537,537,537,537,537,537,537,537,537,537
"806",537,537,537,537,537,537,537,537,537,537,537,537
"807",537,537,537,537,537,537,537,537,537,537,537,537
"808",537,537,537,537,537,537,537,537,537,537,537,537
"809",537,537,537,537,537,537,537,537,537,537,537,537
"810",537,537,537,537,537,537,537,537,537,537,537,537
"811",537,537,537,537,537,537,537,537,537,537,537,537
"812",537,537,537,537,537,537,537,537,537,537,537,537
"813",537,537,537,537,537,537,537,537,537,537,537,537
"814",537,537,537,537,537,537,537,537,537,537,537,537
"815",537,537,537,537,537,537,537,537,537,537,537,537
"816",537,537,537,537,537,537,537,537,537,537,537,537
"817",537,537,537,537,537,537,537,537,537,537,537,537
"818",537,537,537,537,537,537,537,537,537,537,537,537
"819",537,537,537,537,537,537,537,537,537,537,537,537
"820",29,29,29,29,29,29,29,29,29,29,29,29
"821",978,978,978,978,978,978,978,978,978,978,978,978
"822",1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327
"823",781,781,781,781,781,781,781,781,781,781,781,781
"824",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"825",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"826",1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275
"827",706,706,706,706,706,706,706,706,706,706,706,706
"828",1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674
"829",1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106
"830",1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117
"831",317,317,317,317,317,317,317,317,317,317,317,317
"832",317,317,317,317,317,317,317,317,317,317,317,317
"833",317,317,317,317,317,317,317,317,317,317,317,317
"834",1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144
"835",83,83,83,83,83,83,83,83,83,83,83,83
"836",1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241
"837",308,308,308,308,308,308,308,308,308,308,308,308
"838",912,912,912,912,912,912,912,912,912,912,912,912
"839",132,132,132,132,132,132,132,132,132,132,132,132
"840",132,132,132,132,132,132,132,132,132,132,132,132
"841",132,132,132,132,132,132,132,132,132,132,132,132
"842",132,132,132,132,132,132,132,132,132,132,132,132
"843",132,132,132,132,132,132,132,132,132,132,132,132
"844",132,132,132,132,132,132,132,132,132,132,132,132
"845",132,132,132,132,132,132,132,132,132,132,132,132
"846",132,132,132,132,132,132,132,132,132,132,132,132
"847",132,132,132,132,132,132,132,132,132,132,132,132
"848",132,132,132,132,132,132,132,132,132,132,132,132
"849",132,132,132,132,132,132,132,132,132,132,132,132
"850",132,132,132,132,132,132,132,132,132,132,132,132
"851",132,132,132,132,132,132,132,132,132,132,132,132
"852",132,132,132,132,132,132,132,132,132,132,132,132
"853",37,37,37,37,37,37,37,37,37,37,37,37
"854",833,833,833,833,833,833,833,833,833,833,833,833
"855",489,489,489,489,489,489,489,489,489,489,489,489
"856",1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346
"857",1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483
"858",593,593,593,593,593,593,593,593,593,593,593,593
"859",12,12,12,12,12,12,12,12,12,12,12,12
"860",41,41,41,41,41,41,41,41,41,41,41,41
