"","leftJoinDf.elevation","leftJoinDf.elevation.1","leftJoinDf.elevation.2","leftJoinDf.elevation.3","leftJoinDf.elevation.4","leftJoinDf.elevation.5","leftJoinDf.elevation.6","leftJoinDf.elevation.7","leftJoinDf.elevation.8","leftJoinDf.elevation.9","leftJoinDf.elevation.10","leftJoinDf.elevation.11"
"14734",195,195,195,195,195,195,195,195,195,195,195,195
"14735",195,195,195,195,195,195,195,195,195,195,195,195
"14736",195,195,195,195,195,195,195,195,195,195,195,195
"14737",195,195,195,195,195,195,195,195,195,195,195,195
"14738",195,195,195,195,195,195,195,195,195,195,195,195
"14739",195,195,195,195,195,195,195,195,195,195,195,195
"14740",195,195,195,195,195,195,195,195,195,195,195,195
"14741",195,195,195,195,195,195,195,195,195,195,195,195
"14742",195,195,195,195,195,195,195,195,195,195,195,195
"14743",195,195,195,195,195,195,195,195,195,195,195,195
"14744",16,16,16,16,16,16,16,16,16,16,16,16
"14745",16,16,16,16,16,16,16,16,16,16,16,16
"14746",16,16,16,16,16,16,16,16,16,16,16,16
"14747",16,16,16,16,16,16,16,16,16,16,16,16
"14748",16,16,16,16,16,16,16,16,16,16,16,16
"14749",16,16,16,16,16,16,16,16,16,16,16,16
"14750",16,16,16,16,16,16,16,16,16,16,16,16
"14751",16,16,16,16,16,16,16,16,16,16,16,16
"14752",16,16,16,16,16,16,16,16,16,16,16,16
"14753",16,16,16,16,16,16,16,16,16,16,16,16
"14754",16,16,16,16,16,16,16,16,16,16,16,16
"14755",16,16,16,16,16,16,16,16,16,16,16,16
"14756",16,16,16,16,16,16,16,16,16,16,16,16
"14757",16,16,16,16,16,16,16,16,16,16,16,16
"14758",16,16,16,16,16,16,16,16,16,16,16,16
"14759",16,16,16,16,16,16,16,16,16,16,16,16
"14760",16,16,16,16,16,16,16,16,16,16,16,16
"14761",16,16,16,16,16,16,16,16,16,16,16,16
"14762",16,16,16,16,16,16,16,16,16,16,16,16
"14763",16,16,16,16,16,16,16,16,16,16,16,16
"14764",16,16,16,16,16,16,16,16,16,16,16,16
"14765",16,16,16,16,16,16,16,16,16,16,16,16
"14766",16,16,16,16,16,16,16,16,16,16,16,16
"14767",16,16,16,16,16,16,16,16,16,16,16,16
"14768",16,16,16,16,16,16,16,16,16,16,16,16
"14769",956,956,956,956,956,956,956,956,956,956,956,956
"14770",956,956,956,956,956,956,956,956,956,956,956,956
"14771",956,956,956,956,956,956,956,956,956,956,956,956
"14772",956,956,956,956,956,956,956,956,956,956,956,956
"14773",956,956,956,956,956,956,956,956,956,956,956,956
"14774",956,956,956,956,956,956,956,956,956,956,956,956
"14775",956,956,956,956,956,956,956,956,956,956,956,956
"14776",956,956,956,956,956,956,956,956,956,956,956,956
"14777",956,956,956,956,956,956,956,956,956,956,956,956
"14778",956,956,956,956,956,956,956,956,956,956,956,956
"14779",956,956,956,956,956,956,956,956,956,956,956,956
"14780",956,956,956,956,956,956,956,956,956,956,956,956
"14781",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14782",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14783",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14784",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14785",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14786",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14787",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14788",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14789",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14790",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14791",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14792",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14793",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14794",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14795",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14796",1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
"14797",2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923
"14798",2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923
"14799",2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949
"14800",2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949
"14801",2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930
"14802",2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930
"14803",478,478,478,478,478,478,478,478,478,478,478,478
"14804",478,478,478,478,478,478,478,478,478,478,478,478
"14805",478,478,478,478,478,478,478,478,478,478,478,478
"14806",478,478,478,478,478,478,478,478,478,478,478,478
"14807",478,478,478,478,478,478,478,478,478,478,478,478
"14808",478,478,478,478,478,478,478,478,478,478,478,478
"14809",3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554
"14810",3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554,3554
"14811",310,310,310,310,310,310,310,310,310,310,310,310
"14812",1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232
"14813",657,657,657,657,657,657,657,657,657,657,657,657
"14814",657,657,657,657,657,657,657,657,657,657,657,657
"14815",657,657,657,657,657,657,657,657,657,657,657,657
"14816",2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898
"14817",2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898
"14818",608,608,608,608,608,608,608,608,608,608,608,608
"14819",608,608,608,608,608,608,608,608,608,608,608,608
"14820",608,608,608,608,608,608,608,608,608,608,608,608
"14821",2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853
"14822",2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853
"14823",2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891
"14824",2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891
"14825",3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493
"14826",3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493
"14827",2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936
"14828",2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936
"14829",3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586
"14830",3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586
"14831",2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942
"14832",2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942
"14833",567,567,567,567,567,567,567,567,567,567,567,567
"14834",567,567,567,567,567,567,567,567,567,567,567,567
"14835",567,567,567,567,567,567,567,567,567,567,567,567
"14836",917,917,917,917,917,917,917,917,917,917,917,917
"14837",1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
"14838",1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
"14839",1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632
"14840",223,223,223,223,223,223,223,223,223,223,223,223
"14841",911,911,911,911,911,911,911,911,911,911,911,911
"14842",911,911,911,911,911,911,911,911,911,911,911,911
"14843",911,911,911,911,911,911,911,911,911,911,911,911
"14844",1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614
"14845",1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355
"14846",1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355
"14847",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14848",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14849",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14850",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14851",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14852",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14853",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14854",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14855",1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
"14856",128,128,128,128,128,128,128,128,128,128,128,128
"14857",168,168,168,168,168,168,168,168,168,168,168,168
"14858",55,55,55,55,55,55,55,55,55,55,55,55
"14859",215,215,215,215,215,215,215,215,215,215,215,215
"14860",33,33,33,33,33,33,33,33,33,33,33,33
"14861",144,144,144,144,144,144,144,144,144,144,144,144
"14862",184,184,184,184,184,184,184,184,184,184,184,184
"14863",121,121,121,121,121,121,121,121,121,121,121,121
"14864",122,122,122,122,122,122,122,122,122,122,122,122
"14865",179,179,179,179,179,179,179,179,179,179,179,179
"14866",108,108,108,108,108,108,108,108,108,108,108,108
"14867",88,88,88,88,88,88,88,88,88,88,88,88
"14868",76,76,76,76,76,76,76,76,76,76,76,76
"14869",654,654,654,654,654,654,654,654,654,654,654,654
"14870",38,38,38,38,38,38,38,38,38,38,38,38
"14871",391,391,391,391,391,391,391,391,391,391,391,391
"14872",679,679,679,679,679,679,679,679,679,679,679,679
"14873",34,34,34,34,34,34,34,34,34,34,34,34
"14874",223,223,223,223,223,223,223,223,223,223,223,223
"14875",959,959,959,959,959,959,959,959,959,959,959,959
"14876",994,994,994,994,994,994,994,994,994,994,994,994
"14877",20,20,20,20,20,20,20,20,20,20,20,20
"14878",60,60,60,60,60,60,60,60,60,60,60,60
"14879",121,121,121,121,121,121,121,121,121,121,121,121
"14880",306,306,306,306,306,306,306,306,306,306,306,306
"14881",185,185,185,185,185,185,185,185,185,185,185,185
"14882",17,17,17,17,17,17,17,17,17,17,17,17
"14883",151,151,151,151,151,151,151,151,151,151,151,151
"14884",524,524,524,524,524,524,524,524,524,524,524,524
"14885",651,651,651,651,651,651,651,651,651,651,651,651
"14886",31,31,31,31,31,31,31,31,31,31,31,31
"14887",568,568,568,568,568,568,568,568,568,568,568,568
"14888",1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078
"14889",742,742,742,742,742,742,742,742,742,742,742,742
"14890",195,195,195,195,195,195,195,195,195,195,195,195
"14891",7,7,7,7,7,7,7,7,7,7,7,7
"14892",23,23,23,23,23,23,23,23,23,23,23,23
"14893",120,120,120,120,120,120,120,120,120,120,120,120
"14894",559,559,559,559,559,559,559,559,559,559,559,559
"14895",335,335,335,335,335,335,335,335,335,335,335,335
"14896",241,241,241,241,241,241,241,241,241,241,241,241
"14897",131,131,131,131,131,131,131,131,131,131,131,131
"14898",626,626,626,626,626,626,626,626,626,626,626,626
"14899",648,648,648,648,648,648,648,648,648,648,648,648
"14900",110,110,110,110,110,110,110,110,110,110,110,110
"14901",378,378,378,378,378,378,378,378,378,378,378,378
"14902",665,665,665,665,665,665,665,665,665,665,665,665
"14903",304,304,304,304,304,304,304,304,304,304,304,304
"14904",249,249,249,249,249,249,249,249,249,249,249,249
"14905",54,54,54,54,54,54,54,54,54,54,54,54
"14906",43,43,43,43,43,43,43,43,43,43,43,43
"14907",38,38,38,38,38,38,38,38,38,38,38,38
"14908",333,333,333,333,333,333,333,333,333,333,333,333
"14909",68,68,68,68,68,68,68,68,68,68,68,68
"14910",1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443
"14911",355,355,355,355,355,355,355,355,355,355,355,355
"14912",341,341,341,341,341,341,341,341,341,341,341,341
"14913",505,505,505,505,505,505,505,505,505,505,505,505
"14914",46,46,46,46,46,46,46,46,46,46,46,46
"14915",328,328,328,328,328,328,328,328,328,328,328,328
"14916",728,728,728,728,728,728,728,728,728,728,728,728
"14917",382,382,382,382,382,382,382,382,382,382,382,382
"14918",1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
"14919",73,73,73,73,73,73,73,73,73,73,73,73
"14920",83,83,83,83,83,83,83,83,83,83,83,83
"14921",1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101
"14922",348,348,348,348,348,348,348,348,348,348,348,348
"14923",371,371,371,371,371,371,371,371,371,371,371,371
"14924",660,660,660,660,660,660,660,660,660,660,660,660
"14925",565,565,565,565,565,565,565,565,565,565,565,565
"14926",267,267,267,267,267,267,267,267,267,267,267,267
"14927",567,567,567,567,567,567,567,567,567,567,567,567
"14928",35,35,35,35,35,35,35,35,35,35,35,35
"14929",419,419,419,419,419,419,419,419,419,419,419,419
"14930",701,701,701,701,701,701,701,701,701,701,701,701
"14931",132,132,132,132,132,132,132,132,132,132,132,132
"14932",375,375,375,375,375,375,375,375,375,375,375,375
"14933",515,515,515,515,515,515,515,515,515,515,515,515
"14934",3539,3539,3539,3539,3539,3539,3539,3539,3539,3539,3539,3539
"14935",3539,3539,3539,3539,3539,3539,3539,3539,3539,3539,3539,3539
"14936",2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965
"14937",2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965
"14938",1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303
"14939",4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220
"14940",4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220
"14941",4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527
"14942",4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527
"14943",3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189
"14944",3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189
"14945",4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335
"14946",4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335
"14947",3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073
"14948",3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073
"14949",4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013
"14950",4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013
"14951",1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007
"14952",1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007
"14953",1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007
"14954",3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551
"14955",3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551
"14956",1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284
"14957",3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666
"14958",3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666
"14959",3174,3174,3174,3174,3174,3174,3174,3174,3174,3174,3174,3174
"14960",3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292
"14961",3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292
"14962",4264,4264,4264,4264,4264,4264,4264,4264,4264,4264,4264,4264
"14963",4264,4264,4264,4264,4264,4264,4264,4264,4264,4264,4264,4264
"14964",3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588
"14965",3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588
"14966",4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669
"14967",4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669
"14968",4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669,4669
"14969",3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228
"14970",3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228
"14971",3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930
"14972",3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930
"14973",3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576
"14974",3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576
"14975",4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153
"14976",4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153
"14977",3567,3567,3567,3567,3567,3567,3567,3567,3567,3567,3567,3567
"14978",3567,3567,3567,3567,3567,3567,3567,3567,3567,3567,3567,3567
"14979",2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962
"14980",2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962
"14981",3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803
"14982",3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803
"14983",3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575
"14984",3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575
"14985",4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226
"14986",4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226
"14987",3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394
"14988",3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394
"14989",3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
"14990",3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
"14991",2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980
"14992",2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980
"14993",3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
"14994",3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
"14995",2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963
"14996",2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963
"14997",3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140
"14998",3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140
"14999",3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558
"15000",3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558
"15001",2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909
"15002",2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909
"15003",3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479
"15004",3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479
"15005",4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211
"15006",4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211
"15007",3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103
"15008",3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103
"15009",2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026
"15010",3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493
"15011",3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493
"15012",1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665
"15013",3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935
"15014",3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935
"15015",4258,4258,4258,4258,4258,4258,4258,4258,4258,4258,4258,4258
"15016",4258,4258,4258,4258,4258,4258,4258,4258,4258,4258,4258,4258
"15017",3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491
"15018",3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491
"15019",4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035
"15020",4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035
"15021",3569,3569,3569,3569,3569,3569,3569,3569,3569,3569,3569,3569
"15022",3569,3569,3569,3569,3569,3569,3569,3569,3569,3569,3569,3569
"15023",3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878
"15024",3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878
"15025",3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878
"15026",3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878
"15027",3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165
"15028",3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165
"15029",2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696
"15030",2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696
"15031",3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360
"15032",3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360
"15033",3634,3634,3634,3634,3634,3634,3634,3634,3634,3634,3634,3634
"15034",3634,3634,3634,3634,3634,3634,3634,3634,3634,3634,3634,3634
"15035",1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284
"15036",3121,3121,3121,3121,3121,3121,3121,3121,3121,3121,3121,3121
"15037",3121,3121,3121,3121,3121,3121,3121,3121,3121,3121,3121,3121
"15038",4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170
"15039",4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170
"15040",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176
"15041",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176
"15042",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176
"15043",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176
"15044",3503,3503,3503,3503,3503,3503,3503,3503,3503,3503,3503,3503
"15045",3503,3503,3503,3503,3503,3503,3503,3503,3503,3503,3503,3503
"15046",3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826
"15047",3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826
"15048",3395,3395,3395,3395,3395,3395,3395,3395,3395,3395,3395,3395
"15049",3395,3395,3395,3395,3395,3395,3395,3395,3395,3395,3395,3395
"15050",2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636
"15051",4149,4149,4149,4149,4149,4149,4149,4149,4149,4149,4149,4149
"15052",4149,4149,4149,4149,4149,4149,4149,4149,4149,4149,4149,4149
"15053",3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703
"15054",3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703
"15055",3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657
"15056",3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657
"15057",3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657
"15058",3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657,3657
"15059",4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218
"15060",4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218
"15061",3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856
"15062",3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856
"15063",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15064",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15065",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15066",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15067",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15068",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15069",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15070",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15071",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15072",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15073",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15074",1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
"15075",1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
"15076",1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
"15077",1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
"15078",1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
"15079",18,18,18,18,18,18,18,18,18,18,18,18
"15080",415,415,415,415,415,415,415,415,415,415,415,415
"15081",415,415,415,415,415,415,415,415,415,415,415,415
"15082",415,415,415,415,415,415,415,415,415,415,415,415
"15083",415,415,415,415,415,415,415,415,415,415,415,415
"15084",415,415,415,415,415,415,415,415,415,415,415,415
"15085",3,3,3,3,3,3,3,3,3,3,3,3
"15086",725,725,725,725,725,725,725,725,725,725,725,725
"15087",15,15,15,15,15,15,15,15,15,15,15,15
"15088",15,15,15,15,15,15,15,15,15,15,15,15
"15089",58,58,58,58,58,58,58,58,58,58,58,58
"15090",15,15,15,15,15,15,15,15,15,15,15,15
"15091",15,15,15,15,15,15,15,15,15,15,15,15
"15092",475,475,475,475,475,475,475,475,475,475,475,475
"15093",1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
"15094",1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
"15095",1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
"15096",638,638,638,638,638,638,638,638,638,638,638,638
"15097",917,917,917,917,917,917,917,917,917,917,917,917
"15098",6,6,6,6,6,6,6,6,6,6,6,6
"15099",6,6,6,6,6,6,6,6,6,6,6,6
"15100",6,6,6,6,6,6,6,6,6,6,6,6
"15101",146,146,146,146,146,146,146,146,146,146,146,146
"15102",679,679,679,679,679,679,679,679,679,679,679,679
"15103",679,679,679,679,679,679,679,679,679,679,679,679
"15104",679,679,679,679,679,679,679,679,679,679,679,679
"15105",66,66,66,66,66,66,66,66,66,66,66,66
"15106",1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220
"15107",366,366,366,366,366,366,366,366,366,366,366,366
"15108",147,147,147,147,147,147,147,147,147,147,147,147
"15109",147,147,147,147,147,147,147,147,147,147,147,147
"15110",820,820,820,820,820,820,820,820,820,820,820,820
"15111",820,820,820,820,820,820,820,820,820,820,820,820
"15112",820,820,820,820,820,820,820,820,820,820,820,820
"15113",820,820,820,820,820,820,820,820,820,820,820,820
"15114",1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747
"15115",1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747
"15116",100,100,100,100,100,100,100,100,100,100,100,100
"15117",100,100,100,100,100,100,100,100,100,100,100,100
"15118",5,5,5,5,5,5,5,5,5,5,5,5
"15119",5,5,5,5,5,5,5,5,5,5,5,5
"15120",352,352,352,352,352,352,352,352,352,352,352,352
"15121",980,980,980,980,980,980,980,980,980,980,980,980
"15122",15,15,15,15,15,15,15,15,15,15,15,15
"15123",15,15,15,15,15,15,15,15,15,15,15,15
"15124",15,15,15,15,15,15,15,15,15,15,15,15
"15125",9,9,9,9,9,9,9,9,9,9,9,9
"15126",728,728,728,728,728,728,728,728,728,728,728,728
"15127",9,9,9,9,9,9,9,9,9,9,9,9
"15128",5,5,5,5,5,5,5,5,5,5,5,5
"15129",9,9,9,9,9,9,9,9,9,9,9,9
"15130",1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219
"15131",155,155,155,155,155,155,155,155,155,155,155,155
"15132",350,350,350,350,350,350,350,350,350,350,350,350
"15133",1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226
"15134",1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226
"15135",1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226
